Tên Merchant,Tên thương hiệu/ cửa hàng,Danh mục ngành hàng,điểm bán,Tỉnh/Thành phố,Quận/Huyện,Phường/Xã,Địa chỉ,Số điện thoại,Website,Mô tả,Tên ảnh
CÔNG TY TNHH T&Q VIỆT NAM,Hoài Thanh Quán,Nhà hàng,Hoài Thanh Quán,Hà Nội,Nam Từ Liêm,Mễ Trì,CT5 Khu đô thị Mẽ Trì Thượng,,,,
HỘ KD TRẦN THU HƯƠNG - 70,Thu Hương - Điện dân dụng và Công nghiệp ,Điện tử - Điện máy,Thu Hương - Điện dân dụng và Công nghiệp ,Hà Nội,Hai Bà Trưng,Phố Huế,Đầu nhà HA tập thể Nguyễn Công Trứ đường Ngang 1,,,,
CỤNG TY TNHH SẢN XUẤT THƯƠNG MẠI Và DẦU TƯ THẾ GIỚI ĐỆM VIỆT,Đệm Việt ,Nội thất,Đệm Việt ,Hà Nội,Thanh Xuân,Phương Liệt,53 Trường Chinh,,,,
CỤNG TY TNHH SẢN XUẤT THƯƠNG MẠI Và DẦU TƯ THẾ GIỚI ĐỆM VIỆT,Đệm Việt ,Nội thất,Đệm Việt ,Hà Nội,Bắc Từ Liêm,Cổ Nhuế,Số 188 Hoàng Quốc Việt,,,,
HKD NGUYỄN THỊ THỦY,Nhà may Nguyễn Thủy,Thời trang,Nhà may Nguyễn Thủy,Hà Nội,Hà Đông,Vạn Phúc,Khối Đoàn Kết,,,Chuyên may & thiết kế thời trang.,
HKD LƯU THỊ VINH,Thu Hương ,Dịch vụ khác,Thu Hương ,Hà Nội,Hai Bà Trưng,Quỳnh Lôi,Số 4 ngõ 164 phố Hồng Mai,,,,
HKD NHà MAY THẮNG,Veston Thắng,Thời trang,Veston Thắng,Hà Nội,Hai Bà Trưng,Nguyễn Du,Số 75 Tuệ Tĩnh,,,Chuyên may veston.,
HKD NGUYỄN VĂN HẠ,Cầm đồ các loại ,Dịch vụ khác,Cầm đồ các loại ,Hà Nội,Bắc Từ Liêm,Minh Khai,"Số 79, Tổ DP Nguyên Xá 2",,,,
HKD KHỤNG TỜN BIỂN HIỆU - NGUYỄN NHO HỮU,Hải Phong ,Điện tử - Điện máy,Hải Phong ,Hà Nội,Đống Đa,Hàng Bột,Số 235 Tôn Đức Thắng,,,,
CTY CP CÔNG NGHỆ BEE TECH VIỆT NAM,Công ty Cổ phần Công nghệ Bee Tech Việt Nam,Điện tử - Điện máy,CTY CP CÔNG NGHỆ BEE TECH VIỆT NAM,Hà Nội,Cầy Giấy,Yên Hòa,"Tầng 5,Tòa nhà Viện Dầu Khí, số 176 Trung Kính",,,,
HKD TRẦN XUÂN NAM,HKD Trần Xuân Nam,Dịch vụ khác,HKD Trần Xuân Nam,Hà Nội,Cầy Giấy,Mai Dịch,"Phần diện tích 59m2, CTY CP dịch vụ xuất nhập khẩu Từ Liêm, Đường Hồ Tùng Mậu",,,,
HKD TRẦN XUÂN NAM,HKD Trần Xuân Nam,Dịch vụ khác,HKD Trần Xuân Nam,Hà Nội,Long Biên,Việt Hưng,Vũ Đức Thuận,,,,
HKD NGUYỄN TUẤN NGỌC,HKD Nguyễn Tuấn Ngọc,Thời trang,HKD Nguyễn Tuấn Ngọc,Hải Phòng,Lê Chân,Đông Hải,188 Đình Đông,,,Cửa hàng thời trang Nguyễn Ngọc Tuấn.,
CTY CP ĐT DU LỊCH VIETGROUP,Du lịch VietGroup,Du lịch,CTY CP ĐT DU LỊCH VIETGROUP,Hà Nội,Long Biên,Bồ Đề,"Số 15 ngõ 27, Phố Hoàng Như Tiếp, Tổ 19",2462945999,http://vietgrouptour.com.vn,"VietGroup chuyên cung cấp dịch vụ du lịch: Tour du lịch trong và ngoài nước, Đặt vé máy bay, Cho thuê xe du lịch.",vietgrouptour-logo.png
CTY CP ĐT TM & DV HẢI LINH,Hải Linh,Dịch vụ khác,Hải Linh,Hà Nội,Đống Đa,Khương Thượng,266 Trường Chinh,,,,
HKD NGUYỄN MINH ĐỨC - 79,HKD Nguyễn Minh Đức,Dịch vụ khác,Không tên ,Hà Nội,Hai Bà Trưng,Bạch Mai,"53 Hồng Mai, tổ 58",,,,
HKD VŨ HOÀNG HẢI,Thời trang Minh Quang,Thời trang,Thời trang Minh Quang,Hà Nội,Hai Bà Trưng,Bạch Mai,P4M5 tập thể Mai Hương,,,Cửa hàng thời trang Minh Quang.,
HKD ÁO DÀI KHÁNH NGỌC,Áo dài Khánh Ngọc ,Thời trang,Áo dài Khánh Ngọc ,Hà Nội,Đống Đa,Khâm Thiên,"Số 80, Phố Khâm Thiên",,,Cửa hàng Áo Dài Khánh Ngọc.,
HKD ÁO DÀI KHÁNH NGỌC,Áo dài Khánh Ngọc ,Thời trang,Áo dài Khánh Ngọc ,Hà Nội,Đống Đa,Thịnh Quang,Số 94 Ngõ Thịnh Quang,,,Cửa hàng Áo Dài Khánh Ngọc.,
DNTN Vàng bạc Nhuệ Giang,Vàng bạc Nhuệ Giang ,Mua sắm,Vàng bạc Nhuệ Giang ,Hà Nội,Hà Đông,Nguyễn Trãi,Số 35 Lê Lợi,,,,
HKD MINH MINH,Rumart,Siêu thị - Cửa hàng tạp hóa,Rumart,Hà Nội,Đống Đa,Trung Liệt,Số 149 phố Trung Liệt,,,,
HKD ĐOÀN VĂN HÙNG,HKD Hùng Bích,Dịch vụ khác,Hùng Bích,Hà Nội,Hai Bà Trưng,Đồng Tâm,"Số 50 phố Tương Mai, Tổ 67",,,,
Cty CP Giải pháp công nghệ Netsys Việt Nam,Công ty Cổ phần Giải pháp công nghệ Netsys Việt Nam,Điện tử - Điện máy,Cty CP Giải pháp công nghệ Netsys Việt Nam,Hà Nội,Đống Đa,Trung Liệt,Số 1 ngõ 70 Thái Hà,,,,
Công ty TNHH Thương mại dịch vụ tổng hợp Dũng Yến,Công ty TNHH Thương mại dịch vụ tổng hợp Dũng Yến,Điện tử - Điện máy,Dũng Yến ,Hà Nội,Hoài Đức,Trạm Trôi,"Khu 6, Thị trấn Trạm Trôi",,,,
Công ty TNHH Thương mại dịch vụ tổng hợp Dũng Yến,Công ty TNHH Thương mại dịch vụ tổng hợp Dũng Yến,Điện tử - Điện máy,Dũng Yến ,Hà Nội,Bắc Từ Liêm,Phúc Diễn,Số 116 thôn Kiều Mai,,,,
HKD Nguyễn Thị Hậu,Gốm sứ Hùng Hậu,Nội thất,Gốm sứ Hùng Hậu,Hà Nội,Gia Lâm,Bát Tràng,74 Giang Cao,,,,
HKD Nguyễn Thị Hậu,Gốm sứ Hùng Hậu,Nội thất,Gốm sứ Hùng Hậu,Hà Nội,Gia Lâm,Bát Tràng,Số 13 Giang Cao,,,,
HKD Hoàng Thị Kim Anh,Văn phòng phẩm dấu liền mực ,Dịch vụ khác,Văn phòng phẩm dấu liền mực ,Hà Nội,Đống Đa,Láng Hạ,Tầng 1 Số 7/50 ngõ 91 Nguyễn Chí Thanh,,,,
HKD ELITA Shop,Elita shop ,Thời trang,Elita shop ,Hà Nội,Hai Bà Trưng,Đông Mác,Số 2 ngõ 190 Lò Đúc,,,Cửa hàng thời trang Elita.,
HKD ELITA Shop,Elita shop ,Thời trang,Elita shop ,Hà Nội,Ba Đình,Ngọc Khánh,64 Ngọc Khánh,,,Cửa hàng thời trang Elita.,
HKD Nguyễn Thị Nghị,Yến Nhi Sport,Thời trang,Yến Nhi Sport,Hà Nội,Hà Đông,Văn Quán,Số 12 đường Nguyễn Khuyến,,,Cửa hàng thời trang thể thao Yến Nhi.,
HKD Đinh Thị Ánh Hường,Café Mít,Quán café,Café Mít,Hà Nội,Tây Hồ,Tứ Liên,58 Ngõ 124 Âu Cơ,,,,
HKD Đinh Thị Ánh Hường,Café Mít,Quán café,Café Mít ,Hà Nội,Cầy Giấy,Dịch Vọng,"233 Tô Hiệu, phường Dịch Vọng",,,,
HKD Văn hóa Việt,Viet Culture ,Nội thất,Viet Culture ,Hà Nội,Hoàn Kiếm,Hàng Buồm,Số 81 Phố Mã Mây,,,,
DNTN Cửa hàng Vàng bạc Vọng Lạc,Vàng bạc Vọng Lạc,Dịch vụ khác,Vàng bạc Vọng Lạc,Hà Nội,Hà Đông,Nguyễn Trãi,Số 32 Phố Lê Lợi,,,,
HKD L.U.S.T.E.A,L.U.S.T.E.A,Dịch vụ khác,L.U.S.T.E.A,Hà Nội,Hai Bà Trưng,Vĩnh Tuy,796 Phố Minh Khai,,,,
HKD Nhà Thuốc An Tâm VHX,Nhà thuốc An Tâm VHK,Dịch vụ khác,Nhà thuốc An Tâm VHK,Hà Nội,Hoàng Mai,Đại Kim,"Kiot 11 CT3, Bắc Linh Đàm",,,,
HKD Nhà Thuốc An Tâm VHX,Nhà thuốc An Tâm VHX2 ,Dịch vụ khác,Nhà thuốc An Tâm VHX2 ,Hà Nội,Hoàng Mai,Đại Kim,"No 7A, Bán Đảo Linh Đàm",,,,
HKD Nhà Thuốc An Tâm VHX,Quầy thuốc Bảo Gia,Dịch vụ khác,Quầy thuốc Bảo Gia,Hà Nội,Hứng Hòa,Vạn Thái,"Xóm chùa, Thôn Thái Bình",,,,
HKD Nhà Thuốc An Tâm VHX,Quầy thuốc An Tâm,Dịch vụ khác,Quầy thuốc An Tâm,Hà Nội,Hứng Hòa,Hòa Xá,Xóm Bãi Hòa,,,,
HKD Nhà Thuốc An Tâm VHX,Cả nhà An Tâm ,Dịch vụ khác,Cả nhà An Tâm ,Hà Nội,Hứng Hòa,Hông Quang,Thôn Bài Hạ,,,,
CN Cty TNHH Sản xuất và thương mại quốc tế Hoàng Gia ,Thịt Lợn Sạch ,Thực phẩm sạch,Thịt Lợn Sạch ,Hà Nội,Thanh Xuân,Nhân Chính,Số 55 Khu tập thể công ty xuất nhập khẩu Thủy sản,,,,
HKD Trần Văn Trung,Studio Cherry Bridal ,Thời trang,Studio Cherry Bridal ,Hà Nội,Tây Hồ,Bưởi,"Số 479 Thụy Khuê,",,,Cửa hàng thời trang Cherry Bridal,
HKD Nguyễn Hữu Tuân,FuJi Giầy Xuất Khẩu ,Thời trang,FuJi Giầy Xuất Khẩu ,Hà Nội,Ba Đình,Kim Mã,"Số 41, phố Núi Trúc",,,Cửa hàng giày xuất khẩu FuJi,
Cty CP HANOI RENOVATION STUDIO,HR STUDIO,Nội thất,HR STUDIO,Hà Nội,Đống Đa,Ô Chợ Dừa,Số 162 Mai Anh Tuấn,,,,
HKD HUDA Đồ da cao cấp,HUDA Phụ kiện tốt,Thời trang,HUDA Phụ kiện tốt,Hà Nội,Hoàn Kiếm,Đồng Xuân,Số 16 phố Hàng Giấy,,,"Shop HuDa chuyên cung cấp các sản phẩm ốp điện thoại, bao da điện thoại, ipad, sạc dự phòng, linh kiện điện thoại, tai nghe thẻ nhớ và phụ kiện liên quan.",
HKD HUDA Đồ da cao cấp,HUDA Phụ kiện tốt,Thời trang,HUDA Phụ kiện tốt,Hà Nội,Hoàn Kiếm,Đồng Xuân,Số 2 Đồng Xuân,,,"Shop HuDa chuyên cung cấp các sản phẩm ốp điện thoại, bao da điện thoại, ipad, sạc dự phòng, linh kiện điện thoại, tai nghe thẻ nhớ và phụ kiện liên quan.",
HKD HUDA Đồ da cao cấp,HUDA Phụ kiện tốt,Thời trang,HUDA Phụ kiện tốt,Hà Nội,Hoàn Kiếm,Đồng Xuân,34 Hàng Giấy,,,"Shop HuDa chuyên cung cấp các sản phẩm ốp điện thoại, bao da điện thoại, ipad, sạc dự phòng, linh kiện điện thoại, tai nghe thẻ nhớ và phụ kiện liên quan.",
HKD HUDA Đồ da cao cấp,HUDA Phụ kiện tốt,Thời trang,HUDA Phụ kiện tốt,Hà Nội,Hoàn Kiếm,Đồng Xuân,64 Hàng Giấy,,,"Shop HuDa chuyên cung cấp các sản phẩm ốp điện thoại, bao da điện thoại, ipad, sạc dự phòng, linh kiện điện thoại, tai nghe thẻ nhớ và phụ kiện liên quan.",
HKD HUDA Đồ da cao cấp,HUDA Phụ kiện tốt,Thời trang,HUDA Phụ kiện tốt,Hà Nội,Hoàn Kiếm,Hàng Đào,Số 1 Chả Cá,,,"Shop HuDa chuyên cung cấp các sản phẩm ốp điện thoại, bao da điện thoại, ipad, sạc dự phòng, linh kiện điện thoại, tai nghe thẻ nhớ và phụ kiện liên quan.",
HKD HUDA Đồ da cao cấp,HUDA Phụ kiện tốt,Thời trang,HUDA Phụ kiện tốt,Hà Nội,Hoàn Kiếm,Đồng Xuân,Số 14 phố Hàng Giấy,,,"Shop HuDa chuyên cung cấp các sản phẩm ốp điện thoại, bao da điện thoại, ipad, sạc dự phòng, linh kiện điện thoại, tai nghe thẻ nhớ và phụ kiện liên quan.",
HKD HUDA Đồ da cao cấp,HUDA Phụ kiện tốt,Thời trang,HUDA Phụ kiện tốt,Hà Nội,Hoàn Kiếm,Cửa Nam,Số 4 Cửa Nam,,,"Shop HuDa chuyên cung cấp các sản phẩm ốp điện thoại, bao da điện thoại, ipad, sạc dự phòng, linh kiện điện thoại, tai nghe thẻ nhớ và phụ kiện liên quan.",
HKD Vàng bạc Ngọc Bốn,Vàng bạc Ngọc Bốn,Dịch vụ khác,Vàng bạc Ngọc Bốn,Hà Nội,Cầy Giấy,Mai Dịch,"Số 239 Mai Dịch, tổ 19",,,,
Cty TNHH Vàng bạc đá quý Phú Nguyên,Vàng Bạc Phú Nguyên,Dịch vụ khác,Vàng Bạc Phú Nguyên,Hà Nội,Cầy Giấy,Dịch Vọng Hậu,Số 82 Xuân Thủy,,,,
HKD Cơ sở Gốm sứ Tho Trịnh,Tho Trịnh,Nội thất,Tho Trịnh,Hà Nội,Gia Lâm,Bát Tràng,"Tại nhà, xóm 5, thôn Giang Cao",,,,
HKD Bi-a Victory,Bi-a Club Victory,Giải trí,Bi-a Club Victory,Hà Nội,Thanh Xuân,Nhân Chính,Số 5 ngõ 125 phố Hoàng Ngân,,,,
HKD Cửa hàng thực phảm sạch G8,Thực phẩm sạch G8,Thực phẩm sạch,Thực phẩm sạch G8,Hà Nội,Ba Đình,Ngọc Khánh,152 Ngọc Khánh,,,,
HKD Trần Viết Anh,AT Mobile,Điện tử - Điện máy,AT Mobile,Hà Nội,Hoàng Mai,Giáp Bát,Số 766 Trương Định,,,,
HKD Phạm Xuân Thủy,Kính mắt Xuân Thủy,Thời trang,Kính mắt Xuân Thủy,Hà Nội,Bắc Từ Liêm,Minh Khai,Đường 32 phố Nhổn,,,Cửa hàng kính mắt thời trang Xuân Thủy.,
HKD Lê Huy Đắc,Shop Huy Đắc,Nội thất,Shop Huy Đắc,Hà Nội,Tây Hồ,Yên Phụ,102 Nghi Tàm,,,,
HKD Nguyễn Thị Thư - 75,Bánh cuốn Phủ Lý,Nhà hàng,Bánh cuốn Phủ Lý,Hà Nội,Hai Bà Trưng,Phan Đình Hổ,Số 45 Lò Đúc,,,,
HKD Nguyễn Thị Thư - 75,Bánh cuốn Phủ Lý,Nhà hàng,Bánh cuốn Phủ Lý,Hà Nội,Hoàn Kiếm,Hàng Buồm,39 Đào Duy Từ,,,,
HKD Nguyễn Thị Thư - 75,Bánh cuốn Phủ Lý,Nhà hàng,Bánh cuốn Phủ Lý,Hà Nội,Ba Đình,Trúc Bạch,14 Cửa Bắc,,,,
Doanh nghiệp tư nhân Thành Tín,Vàng bạc Thành Tín,Dịch vụ khác,Vàng bạc Thành Tín,Hà Nội,Ba Đình,Giảng Võ,"Số 101 ngõ 1 Giảng Võ,",,,,
HKD Không tên biển hiệu - Hà Thị Thanh Hằng,HKD Hà Thị Thanh Hằng,Dịch vụ khác,Không tên ,Hà Nội,Cầy Giấy,Quan Hoa,Quầy 89 tầng 1 chợ Quan Hoa,,,,
HKD Bách Tùng PS,Bách Tùng Electronics,Dịch vụ khác,Bách Tùng Electronics,Hà Nội,Thanh Xuân,Thanh Xuân Bắc,21 Lương Thế Vinh,,,,
Công ty Cổ phần Đầu tư Vàng Thủ Đô,Khách sạn Ngọc Hân,Du lịch,Khách sạn Ngọc Hân,Hà Nội,Cầy Giấy,Trung Hòa,66 Nguyễn Chánh,,,,
Công ty Cổ phần Đầu tư Vàng Thủ Đô,Khách sạn Ngọc Hân,Du lịch,Khách sạn Ngọc Hân,Hà Nội,Hà Đông,Phú Đông,Yên Nghĩa,,,,
HKD Cơm cuộn Ngọc Tú,Let's ShuShi ShuShi,Nhà hàng,Let's ShuShi ShuShi,Hà Nội,Đống Đa,Văn Chương,13B Quốc Tử Giám,,,,
HKD Phạm Bá Bách,Kính mắt Trường Sinh ,Thời trang,Kính mắt Trường Sinh ,Hà Nội,Hai Bà Trưng,Bạch Mai,Số 286 phố Bạch Mai,,,Cửa hàng kính mắt thời trang Trường Sinh.,
Cty CP T2D Studio Việt,T2D STUDIO,Điện tử - Điện máy,T2D STUDIO,Hà Nội,Hai Bà Trưng,Thanh Nhàn,Số 4 ngõ 238/2 Trần Khát Chân,,,,
HKD Trần Quế Anh,TRÀNG AN ,Dịch vụ khác,TRÀNG AN ,Hà Nội,Cầy Giấy,Trung Hòa,Số 8 Mạc Thái Tông,,,,
Công ty CP Phúc Thịnh,Taxi Quê Lụa,Dịch vụ khác,Taxi Quê Lụa,Hà Nội,Hà Đông,Phú La,Số 24 TT23 KĐT Văn Phú,2433533533,http://taxiquelua.com/,Hãng taxi Quê Lụa,Taxi_Que_Lua.png
HKD Bạch Hoàng Nam,Hoàng Nam,Điện tử - Điện máy,Hoàng Nam,Hà Nội,Thanh Xuân,Khương Mai,Số 197 Nguyễn Ngọc Nại,,,,
Hộ kinh doanh Gạt Tàn,Gạt Tàn,Thời trang,Gạt Tàn,Hà Nội,Đống Đa,Nam Đồng,Số 3 Trần Hữu Tước,,,Cửa hàng thời trang Gạt Tàn.,
Cty TNHH Mai Tùng Việt Nam,Hotel 103,Du lịch,Hotel 103,Hà Nội,Thanh Trì,Tân Triều,"E7, đường 70, Thôn Yên Xá",,,,
HKD Tăng Quốc Dũng,Máy tính Hà Thi,Điện tử - Điện máy,Máy tính Hà Thi,Hà Nội,Hoàn Kiếm,Hàng Mã,Số 16A/17 Lý Nam Đế,,,,
HKD Không đăng ký tên biển hiệu - Nguyễn Thúy Quỳnh,HKD Thúy Quỳnh,Thời trang,Thúy Quỳnh,Hà Nội,Hoàn Kiếm,Hàng Bạc,"Số 21 Hàng Dầu,",,,Cửa hàng thời trang Thúy Quỳnh,
Cty TNHH Đầu tư và phát triển Quang Quyên,Điểm dịch vụ khách hàng An Phát,Dịch vụ khác,Điểm dịch vụ khách hàng An Phát,Hà Nội,Thanh Xuân,Khương Trung,Số 225 phố Hoàng Văn Thái,,,,
HKD Thủy Nguyễn Spa,Golden Spa,Spa - Làm đẹp,Golden Spa,Hà Nội,Ba Đình,Đội Cấn,Số 100 Ngọc Hà,,,,
HKD Thủy Nguyễn Spa,Golden Spa,Spa - Làm đẹp,Golden Spa,Hải Phòng,Ngô Quyền,Lương Khánh Thiện,16A Lê Khánh Thiện,,,,
HKD Thủy Nguyễn Spa,Golden Spa,Spa - Làm đẹp,Golden Spa,Hà Nội,Đống Đa,Ô Chợ Dừa,72 Trần Quang Diệu,,,,
HKD Rơm Vàng,Rơm Vàng,Siêu thị - Cửa hàng tạp hóa,Rơm Vàng,Hà Nội,Đống Đa,Láng Hạ,28 Nguyên Hồng,,,,
HKD Thế giới trang phúc lót,Bon Bon - Vẻ đẹp hoàn mỹ,Thời trang,Bon Bon - Vẻ đẹp hoàn mỹ,Hà Nội,Hà Đông,Quang Trung,95 Quang Trung,,,Thế giới trang phục lót Bon Bon,
HKD Min Shop,HKD Min Shop,Dịch vụ khác,HKD Min Shop,Hà Nội,Hà Đông,Nguyễn Trãi,Số nhà 23 Hoàng Diệu,,,,
HKD Nguyễn Thị Hoàn,Bella Moda,Thời trang,Bella Moda,Hà Nội,Hà Đông,Quang Trung,SN 97 đường Quang Trung,,,Cửa hàng thời trang Bella Moda,
HKD Doãn Thị Vân Anh,KZPU,Thời trang,KZPU,Hà Nội,Hai Bà Trưng,Quỳnh Mai,P1-C2b,,,Cửa hàng thời trang KZPU,
Đàm Viết Tuấn Anh, LIKEKIDS ,Thời trang, LIKEKIDS ,Hà Nội,Hoàn Kiếm,Hàng Bông,"Số 156, phố Hàng Bông",,,Chuyên cung cấp các sản phẩm thời trang trẻ em.,
Đàm Viết Tuấn Anh,LIKESTORE,Thời trang,LIKESTORE,Hà Nội,Hoàn Kiếm,Hàng Bông,"Số 144, phố Hàng Bông",,,Cửa hàng thời trang LIKESTORE,
Đàm Viết Tuấn Anh,LIKELADY,Thời trang,LIKELADY,Hà Nội,Hoàn Kiếm,Cửa Đông,"22, Đường Thành",,,Cửa hàng thời trang LIKELADY,
HKD - Đồng hồ kính mắt Ngọc Ngự,Kính mắt Ngọc Ngự,Thời trang,Kính mắt Ngọc Ngự,Hà Nội,Đống Đa,Láng Thượng,Số 110 phố Nguyễn Chí Thanh,,,Cửa hàng kính mắt thời trang Ngọc Ngự,
HKD Nguyễn Đức Tuấn,Tuyết Nhung,Điện tử - Điện máy,Tuyết Nhung,Hà Nội,Hà Đông,Nguyễn Trãi,"Số 77, phố Lê Lợi",,,,
HKD Hồng Hà Silk,Hồng Hà Silk ,Thời trang,Hồng Hà Silk ,Hà Nội,Hà Đông,Vạn Phúc,"Kiot 5, Ngoc 1 Phố Lụa",,,Trung tâm kinh doanh lụa chất lượng cao Hồng Hà Silk,
HKD Hồng Hà Silk,Bống Silk ,Thời trang,Bống Silk ,Hà Nội,Hà Đông,Vạn Phúc,Kiot 6 Khu Trung Tâm Chất Lượng Cao,,,Trung tâm kinh doanh lụa chất lượng cao Bống Silk,
Cty TNHH Đầu tư và giáo dục AnnGroup,Trường mầm non CANADA MAPLE BEAR,Giáo dục - Đào tạo,TRUONG MN CANADA MAPLE BEAR,Hà Nội,Tây Hồ,Quảng An,Số 24 Quảng Bá,,,,
HKD Nguyễn Việt Hùng-86,Game Thảo Ngân,Giải trí,Game Thảo Ngân,Hà Nội,Hai Bà Trưng,Bách Khoa,P108 K10B Nguyễn Hiền,,,,
HKD Mua bán sản xuất đồ gỗ nội thất,Đồ gỗ Nội Thất,Nội thất,Đồ gỗ Nội Thất,Hà Nội,Tây Hồ,Nhật Tân,588 Lạc Long Quân,,,,
HKD Nguyễn Viết Phúc,Kim khí Hoàng Yến,Dịch vụ khác,Kim khí Hoàng Yến,Hà Nội,Nam Từ Liêm,Trung Văn,Số 398 Nguyễn Trãi,,,,
HKD Gia Bảo Mobile,Gia Bảo Mobile ,Điện tử - Điện máy,Gia Bảo Mobile ,Hà Nội,Cầy Giấy,Yên Hòa,Số 299 Nguyễn Khang,,,,
HKD Không tên biển hiệu -Phạm Thị Kim Oanh,HKD Phạm Thị Kim Oanh,Thời trang,HKD Phạm Thị Kim Oanh,Hà Nội,Hoàn Kiếm,Hàng Bạc,19A phố Hàng Bè,,,Cửa hàng thời trang Kim Oanh.,
HKD Không tên biển hiệu - Đỗ Đặng Tuấn,Giày da Hồng Kông,Thời trang,Giày da Hồng Kông,Hà Nội,Đống Đa,Hàng Bột,113A Tôn Đức Thắng,,,Cửa hàng giày da Hồng Kông.,
Cty CP XNK Tổng hợp xe điện Việt Quang,Cty CP XNK Tổng hợp xe điện Việt Quang,Mua sắm,Cty CP XNK Tổng hợp xe điện Việt Quang,Hà Nội,Hoàng Mai,Định Công,Số 16 ngõ 175 Định Công,,,,
Cty CP XNK Tổng hợp xe điện Việt Quang,Cty CP XNK Tổng hợp xe điện Việt Quang,Mua sắm,Cty CP XNK Tổng hợp xe điện Việt Quang,Hà Nội,Hoàng Mai,Định Công,Số 5 ngách 76 ngõ 245 Định Công,,,,
HKD Nhà nghỉ An Thịnh 2,Nhà nghỉ An Thịnh ,Du lịch,Nhà nghỉ An Thịnh ,Hà Nội,Hà Đông,Văn Quán,A14-TT16 KĐT Văn Quán,,,,
HKD Nhà nghỉ An Thịnh 2,Nhà nghỉ An Thịnh ,Du lịch,Nhà nghỉ An Thịnh ,Hà Nội,Hà Đông,Văn Quán,A16- TT16 KĐT Văn Quán,,,,
HKD Nhà nghỉ An Thịnh 2,Nhà nghỉ An Thịnh ,Du lịch,Nhà nghỉ An Thịnh ,Hà Nội,Tây Hồ,Bưởi,Số 1 Ngách 7 ngõ 172 Lạc Long Quân,,,,
HKD Nhà nghỉ An Thịnh 2,Nhà nghỉ An Thịnh ,Du lịch,Nhà nghỉ An Thịnh ,Hà Nội,Tây Hồ,Phú Thượng,Số 51B Ngõ 173 An Dương Vương,,,,
HKD Đại lý TCT May Việt Tiến,Việt Tiến,Thời trang,Việt Tiến,Hà Nội,Thanh Xuân,Thanh Xuân Trung,Số 438 Nguyễn Trãi,,,Cửa hàng thời trang Việt Tiến.,
HKD Vàng bạc Trung Kiên,Vàng bạc Trung Kiên,Mua sắm,Vàng bạc Trung Kiên,Hà Nội,Cầy Giấy,Trung Hòa,Số 113 Trung Kính,,,,
HKD Vàng bạc Trung Kiên,Vàng bạc Trung Kiên,Dịch vụ khác,Vàng bạc Trung Kiên,Hà Nội,Hà Đông,Kiến Hưng,"Ki ốt 5, Mậu Lương",,,,
HKD Nguyễn Đức Tuân (Karaoke Tony ),Karaoke Tony ,Giải trí,Karaoke Tony ,Hà Nội,Long Biên,Ngọc Lâm,"Số 3 ngõ 250 Ngọc Lâm,",,,,
HKD Nguyễn Đức Tuân (Karaoke Tony ),Karaoke Tony ,Giải trí,Karaoke Tony ,Hà Nội,Hoàn Kiếm,Hàng Mã,"17B Lý Nam Đế, Hoàn Kiếm, Hà Nội",,,,
HKD Nguyễn Đức Tuân (Karaoke Tony ),Karaoke Tony ,Giải trí,Karaoke Tony ,Hà Nội,Hoàn Kiếm,Hàng Mã,"32A Lý Nam Đế, Hoàn Kiếm, Hà Nội",,,,
Cty cổ phần Viễn thông Biển Phương Đông,Cty cổ phần Viễn thông Biển Phương Đông,Điện tử - Điện máy,Cty cổ phần Viễn thông Biển Phương Đông,Hà Nội,Cầy Giấy,Dịch Vọng Hậu,"Số 9 - B1, Tổ 29, Trần Quốc Hoàn",,,,
HKD Nguyễn Thị Vân,Long Vân Silk,Thời trang,Long Vân Silk,Hà Nội,Hà Đông,Vạn Phúc,Kiot số 5 dệt lụa Vạn Phúc,,,Trung tâm kinh doanh lụa chất lượng cao Long Vân Silk,
HKD Đinh Thị Hương,Đại lý Bitis,Thời trang,Đại lý Bitis,Hà Nội,Long Biên,Bồ Đề,Số 376 Nguyễn Văn Cừ,,,Cửa hàng giày dép Bitis,
HKD Thiết bị gia dụng,MUNCHEN ,Nội thất,MUNCHEN ,Hà Nội,Hai Bà Trưng,Quỳnh Mai,"19 Thanh Nhàn,",,,,
HKD Thiết bị gia dụng,MUNCHEN,Nội thất,MUNCHEN,Hà Nội,Đống Đa,Kim Liên,Vincom Phạm Ngọc Thạch,,,,
HKD Thiết bị gia dụng,MUNCHEN,Nội thất,MUNCHEN,Hà Nội,Long Biên,Gia Thụy,Savico Long Biên,,,,
Cty TNHH Thương mại dịch vụ Hải Sơn Việt Nam,Ẩm thực đồng quê,Nhà hàng,Ẩm thực đồng quê,Hà Nội,Đống Đa,Láng Hạ,88 Láng Hạ,,,,
HKD Phan Thị Bích Hiền,Hoàng Hải Sport,Thời trang,Hoàng Hải Sport,Hà Nội,Thanh Xuân,Thượng Đình,"Số 129C, đường Nguyễn Trãi",,,,
HKD Mỹ nghệ Hoàng Tú,HKD Mỹ nghệ Hoàng Tú,Thời trang,Không tên ,Hà Nội,Hoàn Kiếm,Hàng Bạc,Số 10 Cầu Gỗ,,,,
Công ty CP Phát triển Phú Châu,Công ty CP Phát triển Phú Châu,Điện tử - Điện máy,Công ty CP Phát triển Phú Châu,Hà Nội,Đống Đa,Phương Liên,Số 10 Đê La Thành,,,,
